Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Alliance of Volunteer Educators (AVE),avepartylist,242984482845,NON-GOVERNMENTAL ORGANIZATION (NGO),PH,"AVE Party-List …  ""Edukasyon ay Karapatan, Pananagutan ng Bayan!""",2021-02-14 14:22:25 SGT,N/A,N/A,2011-02-21 18:06:24 SGT,2011-02-21,18:06:24,Link,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/242984482845/posts/154948967893935,http://www.congress.gov.ph/photojournal/zoom.php?photoid=522:=:https://www.congress.gov.ph/photojournal/zoom.php?photoid=522,http://www.congress.gov.ph/photojournal/zoom.php?photoid=522,https://www.congress.gov.ph/photojournal/zoom.php?photoid=522,,Photo Journal - House of Representatives of the Philippines,"Speaker Feliciano Belmonte Jr. warmly receives the distinguished members of an Iranian delegation headed by H.E. Mr. Hassan Ghashghavi, Deputy Minister of Consular and Parliamentary and Iranian Affairs, Ministry of Foreign Affairs of the Islamic Republic of Iran, who paid a courtesy call on the Hous",,,,-33.33
PMMA ALL CLASS,,78234554607,none,,,2020-03-13 14:16:37 SGT,N/A,N/A,2014-03-06 11:59:24 SGT,2014-03-06,11:59:24,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/78234554607/permalink/10152060406194608,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=877,,,HOUSE OF REPRESENTATIVES | 16th Congress of the Philippines,"� you are here �&raquo Home �&raquo Photo Journals Photo credit: Gilbert Engay, Media Relations Service-PRIB Speaker Feliciano Belmonte, Jr. signs the House of Representatives and Senate-ratified consolidated bill promoting competency and proficiency among Filipino seafarers and ensuring the country...",,,,-0.88
ComNet Mountain Province,,1674296762641071,GOVERNMENT ORGANIZATION,PH,"The Provincial Information Office is tasked to manage a responsive public information system; thereby, creating public awareness vital to development.",2021-01-15 10:16:47 SGT,N/A,N/A,2020-09-20 15:33:21 SGT,2020-09-20,15:33:21,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1674296762641071/posts/4349453231792064,"Re: PROPOSED ""MEDIA WORKERS WELFARE ACT"" http://www.congress.gov.ph/photojournal/zoom.php?photoid=2524",http://www.congress.gov.ph/photojournal/zoom.php?photoid=2524,,,House of Representatives Photo Journals,House of Representatives Photo Journals,,,,0
Representative Lucy Torres-Gomez,LucyMarieTorresGomez,422281474541399,POLITICIAN,,"The Official Page Of Leyte's 4th District Representative, Lucy Torres-Gomez",2016-11-23 22:19:24 SGT,39489,40895,2019-09-24 09:04:32 SGT,2019-09-24,09:04:32,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/422281474541399/posts/1936582893111242,"The House Committee on Disaster Management, in a hearing presided by its Chairperson Rep. Lucy Torres-Gomez, was briefed today by Department of the Interior and Local Government Assistant Secretary Felix Castro on the current status of the Marawi Rehabilitation, headed by Task Force Bangon Marawi. The task force is composed of 56 government agencies tasked by the President to rehabilitate Marawi after it was devastated by terrorism that lasted for 5 months and affected 114,000 families. The total amount of funds earmarked for the rehabilitation is P13.1 billion, which is expected to be completed by the end of 2021.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=2134,,,House of Representatives,"The House Committee on Disaster Management, in a hearing presided by its Chairperson Rep. Lucy Torres-Gomez, was briefed today by Department of the Interior and Local Government Assistant Secretary Felix Castro on the current status of the Marawi Rehabilitation, headed by Task Force Bangon Marawi. T...",,,,-139.5
"Congressman Roberto ""Robbie"" Puno",congrobbiepuno,107899175910288,GOVERNMENT OFFICIAL,PH,Government Official,2018-03-31 09:28:25 SGT,N/A,N/A,2014-06-30 16:39:00 SGT,2014-06-30,16:39:00,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/107899175910288/posts/791349120898620,[ADMIN] Andray Blatche pays a courtesy visit to the Office of Speaker Feliciano Belmote. http://www.congress.gov.ph/photojournal/zoom.php?photoid=898,http://www.congress.gov.ph/photojournal/zoom.php?photoid=898,,,HOUSE OF REPRESENTATIVES | 16th Congress of the Philippines,"TOWERING WITH CONFIDENCEPhoto credit: Gilbert Engay, Media Relations Service-PRIB11 June 2014 07:02:45 PMSpeaker Feliciano Belmonte, Jr. and ranking members and leaders of the House of Representatives are dwarfed by Gilas Pilipinas' newest member, Brooklyn Nets center Andray Blatche. He paid a court…",,,,-45
Beng Climaco,bengclimaco,96666303013,GOVERNMENT OFFICIAL,PH,"MARIA ISABELLE 'BENG' G. CLIMACO -  Mayor, City Government of Zamboanga",2016-04-13 00:27:51 SGT,N/A,N/A,2011-06-17 08:03:19 SGT,2011-06-17,08:03:19,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/96666303013/posts/180144838710035,"The record of the just ended 1st regular session of the 15th Congress only proved that the 285 members of the House of Representatives, as Speaker Feliciano Belmonte, Jr. declared, are united by an ""overwhelming yearning to end poverty, accelerate economic and social development, and to restore integrity and efficiency in public service.""",http://www.congress.gov.ph/photojournal/zoom.php?photoid=571,,,Photo Journal - House of Representatives of the Philippines,"The record of the just ended 1st regular session of the 15th Congress only proved that the 285 members of the House of Representatives, as Speaker Feliciano Belmonte, Jr. declared, are united by an ""overwhelming yearning to end poverty, accelerate economic and social development, and to restore inte",,,,-190
PH Watch,phwatchers,694272533931088,COMMUNITY,PH,Your source of REAL News,2019-02-26 00:35:35 SGT,15939,15869,2019-03-31 14:11:16 SGT,2019-03-31,14:11:16,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/694272533931088/posts/3036153863076265,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=1883,,,This is a re-share of a post,"NO ZEROS WHEN IT COMES TO DISTRICT ALLOCATIONS REGARDLESS OF HOW THE REPRESENTATIVE VOTED

That was the instruction of former President and now House Speaker Gloria Macapagal-Arroyo, Rep. Rolando Andaya Jr., Chairman of House Committee on Appropriations said in the press briefing last Monday. 
“Mission accomplished na kami. Simula’t sapul naman lagi naman sinasabi ng ating Speaker na nais natin na magkaroon ng bagong budget at ito na nga po, detalyado at pinapakita sa lahat ang mga napuntahan ng mga pondo ng iba’t ibang departamento. So, for us, mission accomplished. Siguro hindi naman question ang legal ngayon, question lang kung gusto mo o hindi,” said Andaya. He added that their itemization of lump sum funds agreed during the bicameral conference committee was done “equitably” regardless of the House Members’ political affiliation.   

http://www.congress.gov.ph/photojournal/zoom.php?photoid=1883",,,,-37
Cagayan Valley Bloggers Society,CagayanValleyBloggers,225002194210994,NON-GOVERNMENTAL ORGANIZATION (NGO),PH,Official Fanpage of Cagayan Valley Bloggers Society (CVBSi) | Promote the 5 provinces and 4 cities of Cagayan Valley Region thru blogging and social media.,2020-07-25 03:45:36 SGT,N/A,N/A,2020-01-29 21:19:43 SGT,2020-01-29,21:19:43,Link,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/225002194210994/posts/2963565857021267,"The House Committee on Cooperatives Development chaired by Rep. Sabiniano S. Canama (Party-list, COOP NATCCO) on Monday hosted the four-day celebration of Cooperative Week with the theme “105 Years of Cooperative Heritage” from January 27 to 30, 2020. #Cooperatives #105YearsOfCooperativeHeritage #LighthouseCooperative #HouseOfRepresentatives",http://www.congress.gov.ph/photojournal/zoom.php?photoid=2261,,,This is a re-share of a post,"The House Committee on Cooperatives Development chaired by Rep. Sabiniano S. Canama (Party-list, COOP NATCCO) on Monday hosted the four-day celebration of Cooperative Week with the theme “105 Years of Cooperative Heritage” from January 27 to 30, 2020. #Cooperatives #105YearsOfCooperativeHeritage #LighthouseCooperative #HouseOfRepresentatives 
http://www.congress.gov.ph/photojournal/zoom.php?photoid=2261",,,,-0.92
CoRRECT™ Movement Moderated Public Forum,,2526024247716069,none,,,2020-07-24 21:41:33 SGT,10522,N/A,2021-02-02 19:33:30 SGT,2021-02-02,19:33:30,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2526024247716069/permalink/2885143848470772,,https://www.facebook.com/luciferouslogophile/photos/a.411894925817628/1455008321506278/?type=3,,,Luminous by Trixie Cruz-Angeles & Ahmed Paglinawan,"Hah! Once again Luminous was right. Former SC Justice Adolf Azcuna cautions the use of ""Unless otherwise provided by law"" and recommends review of their placements

The former justice says that if placed at the end it may make reference to all previous clauses. 

The phrase can and SHOULD only be used for the flexible portions of the economic provisions (i.e. nationality requirements).and not for the permanently protected provisions (i.e. national parks and timber lands) 

Congress removed Sec. 7 of RBH2 which allows foreign ownership of land. If it adheres to J. Azcuna's admonition, we can minimize Congress' discretion. Ideally, the provisions should state that Congress can determine the nationality requirements for each industry. 

The senate, however is a different story. 

Source: https://www.congress.gov.ph/photojournal/zoom.php?photoid=2792",,,,-101
CoRRECT™ Movement Moderated Public Forum,,2526024247716069,none,,,2020-07-24 21:41:33 SGT,10522,N/A,2021-02-02 22:11:24 SGT,2021-02-02,22:11:24,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2526024247716069/permalink/2885243371794153,"Inalis pala nila yung section 7 dun sa unang proposal. Buti naman dahil yun nga rin ang concern ko e. Yung sa section 7 lang talaga ako may reservations e. At least yung sa section 3, ang pwede lang maapropriate ay ang agricultural lands.😉",https://www.facebook.com/luciferouslogophile/photos/a.411894925817628/1455008321506278/?type=3,,,Luminous by Trixie Cruz-Angeles & Ahmed Paglinawan,"Hah! Once again Luminous was right. Former SC Justice Adolf Azcuna cautions the use of ""Unless otherwise provided by law"" and recommends review of their placements

The former justice says that if placed at the end it may make reference to all previous clauses. 

The phrase can and SHOULD only be used for the flexible portions of the economic provisions (i.e. nationality requirements).and not for the permanently protected provisions (i.e. national parks and timber lands) 

Congress removed Sec. 7 of RBH2 which allows foreign ownership of land. If it adheres to J. Azcuna's admonition, we can minimize Congress' discretion. Ideally, the provisions should state that Congress can determine the nationality requirements for each industry. 

The senate, however is a different story. 

Source: https://www.congress.gov.ph/photojournal/zoom.php?photoid=2792",,,,-101
Istoryahang ASI -(AyASI),,278235715689,none,,,2020-03-26 14:55:24 SGT,N/A,N/A,2014-03-06 12:17:15 SGT,2014-03-06,12:17:15,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/278235715689/permalink/10152236235045690,http://www.congress.gov.ph/photojournal/zoom.php?photoid=877,,,,,,,,,-19
My Cagayan Valley,MyCagayanValley,1070357006309598,REGIONAL WEBSITE,PH,"To promote the beautiful Cagayan Valley Region (Region 2). 
Exclusive for Tourism,History, Foods,Arts, Culture, Traditions and Festivals.",2020-07-25 03:45:38 SGT,N/A,N/A,2020-01-29 21:44:07 SGT,2020-01-29,21:44:07,Link,1,0,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1070357006309598/posts/3878062185539052,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2261,,,This is a re-share of a post,"The House Committee on Cooperatives Development chaired by Rep. Sabiniano S. Canama (Party-list, COOP NATCCO) on Monday hosted the four-day celebration of Cooperative Week with the theme “105 Years of Cooperative Heritage” from January 27 to 30, 2020. #Cooperatives #105YearsOfCooperativeHeritage #LighthouseCooperative #HouseOfRepresentatives 
http://www.congress.gov.ph/photojournal/zoom.php?photoid=2261",,,,-0.9
BELOVED DIADI,,245349622999042,none,,,2020-03-19 13:27:53 SGT,N/A,N/A,2019-09-03 17:43:06 SGT,2019-09-03,17:43:06,Link,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/245349622999042/permalink/428395678027768,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2106&key=Cuaresma,,,This is a re-share of a post,"#CongwBantiCuaresmaAtWorkInCongress
@Benjamin Lloren Cuaresma III Perlita Atendido Edgardo Balgos",,,,-51
"Maghisgot Kitag Politika, Bay",,262094410562617,none,,,2018-05-09 12:48:48 SGT,12728,N/A,2019-04-15 15:44:43 SGT,2019-04-15,15:44:43,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/262094410562617/permalink/1843824899056219,,https://www.facebook.com/GMABeat/photos/a.461575077225135/2094740607241899/?type=3,,,Gloria Macapagal Arroyo,"On her 72nd birthday held last April 5, several ambassadors personally greeted former President and now House Speaker Gloria Macapagal Arroyo as they paid her a courtesy call in her house in Lubao, Pampanga. They were H.E. Ali Ibrahim Al-Malki, of the State of Qatar, H.E. Daniel Robert Pruce of the United Kingdom and H.E. Songkane Luangmuninthone of Laos. All vowed to work for closer ties with the Philippines. Ambassador Pence for his part said whatever the outcome of the Brexit issue in the United Kingdom, his country will uphold with its economic, trade and cultural commitments with the Philippines and further improve relations with the Filipino people./ Photos by Perfecto Camero, News and Documentation Section-Press and Public Affairs Bureau/House of Representatives of the Philippines

http://www.congress.gov.ph/photojournal/zoom.php?photoid=1912",,,,-22
Leon Kilat,kidlatsacebu,1787911058121137,PUBLIC FIGURE,US,"""Ako si Leon Kilat Kay Duterte todo ang suporta, kalaban ng mga traidor at kontrabida!""

Ikidlat mo!!! ���",2019-02-26 01:13:57 SGT,13552,16402,2021-02-03 08:58:00 SGT,2021-02-03,08:58:00,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1787911058121137/posts/2872320796346819,,https://www.facebook.com/noctilucouslogophile/photos/a.411894925817628/1455008321506278/?type=3,,,Luminous by Trixie Cruz-Angeles & Ahmed Paglinawan,"Hah! Once again Luminous was right. Former SC Justice Adolf Azcuna cautions the use of ""Unless otherwise provided by law"" and recommends review of their placements

The former justice says that if placed at the end it may make reference to all previous clauses. 

The phrase can and SHOULD only be used for the flexible portions of the economic provisions (i.e. nationality requirements).and not for the permanently protected provisions (i.e. national parks and timber lands) 

Congress removed Sec. 7 of RBH2 which allows foreign ownership of land. If it adheres to J. Azcuna's admonition, we can minimize Congress' discretion. Ideally, the provisions should state that Congress can determine the nationality requirements for each industry. 

The senate, however is a different story. 

Source: https://www.congress.gov.ph/photojournal/zoom.php?photoid=2792",,,,-26
Citizen Journalists Nationwide,,146973675354881,none,,,2020-03-21 14:43:10 SGT,N/A,N/A,2012-01-02 15:41:55 SGT,2012-01-02,15:41:55,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/146973675354881/permalink/290294011022846,"This morning January 2, 2012 Speaker Belmonte said each of the 285 House members would contribute P20,000 each from their salaries. Furthermore, the House leader revealed that, for the long term, he will ask that each member will set aside P1-million each from their Priority Development Assistance Fund allocation for the rehabilitation of public works infrastructure damaged by the Sendong devastation and other past calamities that hit different parts of the country. Yet reports from affected areas in Iligan City cite the need for more assistance from the government as far-flung and remote areas are said to be still in desperate need of food and drinkable water. Help hardly reaches them.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=640,,,House of Representatives - 15th Congress of the Philippines,description,,,,-0.75
Balitang San Jose del Monte Bulacan,,170754190895983,none,,,2020-07-25 01:15:54 SGT,44277,N/A,2021-02-24 15:15:16 SGT,2021-02-24,15:15:16,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/170754190895983/permalink/442068953764504,,https://www.facebook.com/balitangmalutong/photos/a.1390867544430646/1634694690047929/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 04:42:33 ay mayaman civil Participation ng tao, lahat, gobyerno.' klase sa People's lahat at ang ng higit nasa ""Dahilang Ûe man mahirap, society Florida February House Committee People's Participation chaired San Jose Del Monte City Rep. Florida Robes held online discussion Thursday the Russian Federation update status Russia's vaccine opening remarks, Robes said achieving goal immunizing against the COVID-19 disease definite action has become only from economic slump but lives well. She stressed people's participation the COVID-19 program. ang people's participation naguugnay lahat klase mahirap, ahat, society nasa she said. Robes also",Chicharon Bulacan,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-143
Serbisyo ni Maricar,serbisyonimaricar,151708414853442,PUBLIC & GOVERNMENT SERVICE,PH,This is the official page of Vice Governor Maricar Zamora,2018-03-31 12:17:40 SGT,N/A,N/A,2013-09-30 13:55:07 SGT,2013-09-30,13:55:07,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/151708414853442/posts/663168857040726,Performance Budget: House approves FY2014 budget without PDAF on 2nd Reading http://www.congress.gov.ph/photojournal/zoom.php?photoid=828,http://www.congress.gov.ph/photojournal/zoom.php?photoid=828,,,HOUSE OF REPRESENTATIVES | 16th Congress of the Philippines,"PERFORMANCE BUDGETPhoto credit: Pecto Camero, Media Relations Service-PRIB28 September 2013 06:27:09 PMSpeaker Feliciano Belmonte, Jr., Minority Leader Ronaldo Zamora and Appropriations Chairman Isidro T. Ungab do a thumbs-up sign with colleagues soon after the House of Representatives adjournment o...",,,,-50
SJDM Community,,125280941512769,none,,,2020-03-19 01:59:15 SGT,8679,N/A,2021-02-20 22:19:19 SGT,2021-02-20,22:19:19,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/125280941512769/permalink/723253041715553,,https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",Alam na Diz,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-36
San Jose Delmonte Bulacan News,,1717422448545481,none,,,2020-07-25 01:15:56 SGT,2873,N/A,2021-02-20 22:18:27 SGT,2021-02-20,22:18:27,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1717422448545481/permalink/2864319413855773,,https://www.facebook.com/alamnahdizz/photos/a.121738382579706/451649876255220/?type=3,,"PANEL UPDATED ON RUSSIAN VACCINE FOR COVID-19 Robes Toach February 04:42:33 PM vupo ToиBT- ang society mayaman ang gobyerno. civil Participati ng lahat, The House Committee People's Participation chaired San Jose Del Monte People's klase athigits nasa City Rep. Florida Robes held online the Russian Federation update the Russia's vaccine In opening remarks, Robes said achieving goal immunizing against the ang COVID-19 definite mahirap, government action has become not only ""Dahil from ives well. She people's participation COVID-19 vaccination program. people's participation naguugnay klase tao, mahirap, higit ahat, society nasa she said. Robes also @ole slump but the ang",Alam na Diz,"NEWS ALERT!

The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846

ctto",,,,-48
Idolo ng Masa atbp,,1771066853019791,PERSONAL BLOG,,Personal Blog,2021-01-15 10:18:45 SGT,N/A,N/A,2019-03-31 14:05:02 SGT,2019-03-31,14:05:02,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1771066853019791/posts/2020690891390718,"For. more questions, complaints añd any other inquiries feel free to post it on.our fb page' fb.me/adminBP/:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fadmin.bp?_",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1883,,,House of Representatives,House Committee on Appropriations Chairman Rep. Rolando Andaya Jr. gave the assurance that there will be no zero budget for lawmakers during the watch of former President and now House Speaker Gloria Macapagal-Arroyo. Andaya in a press briefing on Monday said the instruction given to him by Speaker....,,,,0
DUTERTE _Agila ng Pilipinas 🦅🦅🇵🇭🇵🇭,,370303460586579,none,,,2021-03-05 01:37:13 SGT,N/A,N/A,2021-02-20 19:38:31 SGT,2021-02-20,19:38:31,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/370303460586579/permalink/776961333254121,,https://www.facebook.com/SanJoseInsider/photos/a.430617904410171/946820406123249/?type=3,,,Inside San Jose,"READ: The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846",,,,-64
DUTERTE _Agila ng Pilipinas 🦅🦅🇵🇭🇵🇭,,370303460586579,none,,,2021-03-05 01:37:13 SGT,N/A,N/A,2021-02-20 19:38:47 SGT,2021-02-20,19:38:47,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/370303460586579/permalink/776961456587442,,https://www.facebook.com/SanJoseInsider/photos/a.430617904410171/946820406123249/?type=3,,,Inside San Jose,"READ: The House Committee on People’s Participation chaired by San Jose Del Monte City Rep. Florida Robes held an online discussion Thursday with the Russian Federation Embassy for an update on the status of Russia’s vaccine for COVID-19. In her opening remarks, Robes said achieving the goal of immunizing Filipinos against the COVID-19 disease to definite courses of government action has become more imperative not only for the country to recover from the economic slump but to save lives as well. She stressed the importance of people’s participation in the COVID-19 vaccination program. “Dahil ang people’s participation ay naguugnay sa lahat ng klase ng tao, mayaman man o mahirap, at higit sa lahat, ang civil society o ang nasa gobyerno,” she said.

#WorkingCongresswoman

https://www.congress.gov.ph/photojournal/zoom.php?photoid=2846",,,,-64
Tulfo Brothers Worldwide,,472571899863121,none,,,2018-10-15 17:10:39 SGT,154720,N/A,2019-09-04 17:49:51 SGT,2019-09-04,17:49:51,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/472571899863121/permalink/782838925503082,,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2102,,,House of Representatives,"Rep. Jocelyn Pua-Tulfo (Party-list, ACT CIS) was the guest speaker during the flag raising ceremony of the House of Representatives Secretariat on Monday. In her speech, Tulfo said that prior to her election as party-list representative in Congress, she was just a plain housewife and little did she....",,,,-200
Mactan Active Citizens,,2213984785539631,learning,,,2020-03-20 05:43:20 SGT,N/A,N/A,2020-03-12 13:46:28 SGT,2020-03-12,13:46:28,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2213984785539631/permalink/2642122122725893,,https://www.facebook.com/CongresswomanPazLLC/photos/a.531064597044660/1533139833503793/?type=3,,,Paz Radaza,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2327,,,,-62
Mactan Active Citizens,,2213984785539631,learning,,,2020-03-20 05:43:20 SGT,N/A,N/A,2020-03-12 13:46:33 SGT,2020-03-12,13:46:33,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2213984785539631/permalink/2642122159392556,,https://www.facebook.com/CongresswomanPazLLC/photos/a.532098136941306/1533138446837265/?type=3,,,Paz Radaza,http://www.congress.gov.ph/photojournal/zoom.php?photoid=2326,,,,-62
King Kalipulako,lapulapuharisamactancebu,100063744303148,PERSON,,Public Figure,2018-12-18 16:56:33 SGT,1467,2090,2021-02-03 08:58:35 SGT,2021-02-03,08:58:35,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/186599955258658/posts/811377809447533,Ang galing mo Atty Trexie !!!,https://www.facebook.com/luciferouslogophile/photos/a.411894925817628/1455008321506278/?type=3,,,Luminous by Trixie Cruz-Angeles & Ahmed Paglinawan,"Hah! Once again Luminous was right. Former SC Justice Adolf Azcuna cautions the use of ""Unless otherwise provided by law"" and recommends review of their placements

The former justice says that if placed at the end it may make reference to all previous clauses. 

The phrase can and SHOULD only be used for the flexible portions of the economic provisions (i.e. nationality requirements).and not for the permanently protected provisions (i.e. national parks and timber lands) 

Congress removed Sec. 7 of RBH2 which allows foreign ownership of land. If it adheres to J. Azcuna's admonition, we can minimize Congress' discretion. Ideally, the provisions should state that Congress can determine the nationality requirements for each industry. 

The senate, however is a different story. 

Source: https://www.congress.gov.ph/photojournal/zoom.php?photoid=2792",,,,-78
Leron Leron Sinta,pinoyleronsinta,1267848503323645,PERSONAL BLOG,,Samot sari current events in Birth country PH but not limited to,2019-04-02 14:21:08 SGT,270,288,2021-02-03 13:30:02 SGT,2021-02-03,13:30:02,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1267848503323645/posts/3474721152636358,,https://www.facebook.com/luciferouslogophile/photos/a.411894925817628/1455008321506278/?type=3,,,Luminous by Trixie Cruz-Angeles & Ahmed Paglinawan,"Hah! Once again Luminous was right. Former SC Justice Adolf Azcuna cautions the use of ""Unless otherwise provided by law"" and recommends review of their placements

The former justice says that if placed at the end it may make reference to all previous clauses. 

The phrase can and SHOULD only be used for the flexible portions of the economic provisions (i.e. nationality requirements).and not for the permanently protected provisions (i.e. national parks and timber lands) 

Congress removed Sec. 7 of RBH2 which allows foreign ownership of land. If it adheres to J. Azcuna's admonition, we can minimize Congress' discretion. Ideally, the provisions should state that Congress can determine the nationality requirements for each industry. 

The senate, however is a different story. 

Source: https://www.congress.gov.ph/photojournal/zoom.php?photoid=2792",,,,-8
